path	parent	name	id	synapseStore	contentType	used	executed	activityName	activityDescription
/home/kchen/Documents/genie_crc/data/nsclc_raw/cBioPortal_files/data_gene_panel_DFCI-ONCOPANEL-3.txt	syn30358098	data_gene_panel_DFCI-ONCOPANEL-3.txt	syn30358109	True	text/plain				
/home/kchen/Documents/genie_crc/data/nsclc_raw/cBioPortal_files/data_CNA.txt	syn30358098	data_CNA.txt	syn30358099	True	text/plain				
/home/kchen/Documents/genie_crc/data/nsclc_raw/cBioPortal_files/data_timeline_cancer_diagnosis.txt	syn30358098	data_timeline_cancer_diagnosis.txt	syn30358121	True	text/plain				
/home/kchen/Documents/genie_crc/data/nsclc_raw/cBioPortal_files/data_mutations_extended.txt	syn30358098	data_mutations_extended.txt	syn30358120	True	text/plain				
/home/kchen/Documents/genie_crc/data/nsclc_raw/cBioPortal_files/data_timeline_medonc.txt	syn30358098	data_timeline_medonc.txt	syn30358123	True	text/plain				
/home/kchen/Documents/genie_crc/data/nsclc_raw/cBioPortal_files/data_timeline_imaging.txt	syn30358098	data_timeline_imaging.txt	syn30358122	True	text/plain				
/home/kchen/Documents/genie_crc/data/nsclc_raw/cBioPortal_files/data_timeline_pathology.txt	syn30358098	data_timeline_pathology.txt	syn30358124	True	text/plain				
/home/kchen/Documents/genie_crc/data/nsclc_raw/cBioPortal_files/data_timeline_sample_acquisition.txt	syn30358098	data_timeline_sample_acquisition.txt	syn30358125	True	text/plain				
/home/kchen/Documents/genie_crc/data/nsclc_raw/cBioPortal_files/data_timeline_sequencing.txt	syn30358098	data_timeline_sequencing.txt	syn30358126	True	text/plain				
/home/kchen/Documents/genie_crc/data/nsclc_raw/cBioPortal_files/data_timeline_treatment.txt	syn30358098	data_timeline_treatment.txt	syn30358127	True	text/plain				
/home/kchen/Documents/genie_crc/data/nsclc_raw/cBioPortal_files/genie_nsclc_meta_cna_hg19.seg	syn30358098	genie_nsclc_meta_cna_hg19.seg	syn30358129	True	application/octet-stream				
/home/kchen/Documents/genie_crc/data/nsclc_raw/cBioPortal_files/genie_nsclc_data_cna_hg19.seg	syn30358098	genie_nsclc_data_cna_hg19.seg	syn30358128	True	application/octet-stream				
/home/kchen/Documents/genie_crc/data/nsclc_raw/cBioPortal_files/meta_CNA.txt	syn30358098	meta_CNA.txt	syn30358130	True	text/plain				
/home/kchen/Documents/genie_crc/data/nsclc_raw/cBioPortal_files/meta_clinical_patient.txt	syn30358098	meta_clinical_patient.txt	syn30358132	True	text/plain				
/home/kchen/Documents/genie_crc/data/nsclc_raw/cBioPortal_files/meta_clinical_sample.txt	syn30358098	meta_clinical_sample.txt	syn30358133	True	text/plain				
/home/kchen/Documents/genie_crc/data/nsclc_raw/cBioPortal_files/meta_fusions.txt	syn30358098	meta_fusions.txt	syn30358134	True	text/plain				
/home/kchen/Documents/genie_crc/data/nsclc_raw/cBioPortal_files/meta_gene_matrix.txt	syn30358098	meta_gene_matrix.txt	syn30358135	True	text/plain				
/home/kchen/Documents/genie_crc/data/nsclc_raw/cBioPortal_files/meta_study.txt	syn30358098	meta_study.txt	syn30358137	True	text/plain				
/home/kchen/Documents/genie_crc/data/nsclc_raw/cBioPortal_files/meta_mutations_extended.txt	syn30358098	meta_mutations_extended.txt	syn30358136	True	text/plain				
/home/kchen/Documents/genie_crc/data/nsclc_raw/cBioPortal_files/meta_timeline_cancer_diagnosis.txt	syn30358098	meta_timeline_cancer_diagnosis.txt	syn30358138	True	text/plain				
/home/kchen/Documents/genie_crc/data/nsclc_raw/cBioPortal_files/meta_timeline_medonc.txt	syn30358098	meta_timeline_medonc.txt	syn30358142	True	text/plain				
/home/kchen/Documents/genie_crc/data/nsclc_raw/cBioPortal_files/data_gene_matrix.txt	syn30358098	data_gene_matrix.txt	syn30358106	True	text/plain				
/home/kchen/Documents/genie_crc/data/nsclc_raw/cBioPortal_files/meta_timeline_pathology.txt	syn30358098	meta_timeline_pathology.txt	syn30358143	True	text/plain				
/home/kchen/Documents/genie_crc/data/nsclc_raw/cBioPortal_files/data_clinical_supp_survival.txt	syn30358098	data_clinical_supp_survival.txt	syn30358103	True	text/plain				
/home/kchen/Documents/genie_crc/data/nsclc_raw/cBioPortal_files/meta_timeline_sequencing.txt	syn30358098	meta_timeline_sequencing.txt	syn30358146	True	text/plain				
/home/kchen/Documents/genie_crc/data/nsclc_raw/cBioPortal_files/data_clinical_patient.txt	syn30358098	data_clinical_patient.txt	syn30358100	True	text/plain				
/home/kchen/Documents/genie_crc/data/nsclc_raw/cBioPortal_files/data_gene_panel_MSK-IMPACT341.txt	syn30358098	data_gene_panel_MSK-IMPACT341.txt	syn30358110	True	text/plain				
/home/kchen/Documents/genie_crc/data/nsclc_raw/cBioPortal_files/data_fusions.txt	syn30358098	data_fusions.txt	syn30358105	True	text/plain				
/home/kchen/Documents/genie_crc/data/nsclc_raw/cBioPortal_files/data_clinical_supp_survival_treatment.txt	syn30358098	data_clinical_supp_survival_treatment.txt	syn30358104	True	text/plain				
/home/kchen/Documents/genie_crc/data/nsclc_raw/cBioPortal_files/data_gene_panel_DFCI-ONCOPANEL-2.txt	syn30358098	data_gene_panel_DFCI-ONCOPANEL-2.txt	syn30358108	True	text/plain				
/home/kchen/Documents/genie_crc/data/nsclc_raw/cBioPortal_files/data_gene_panel_VICC-01-T7.txt	syn30358098	data_gene_panel_VICC-01-T7.txt	syn30358119	True	text/plain				
/home/kchen/Documents/genie_crc/data/nsclc_raw/cBioPortal_files/data_gene_panel_UHN-50-V2.txt	syn30358098	data_gene_panel_UHN-50-V2.txt	syn30358116	True	text/plain				
/home/kchen/Documents/genie_crc/data/nsclc_raw/cBioPortal_files/case_lists/cases_Non-Small_Cell_Lung_Cancer.txt	syn30358148	cases_Non-Small_Cell_Lung_Cancer.txt	syn30358149	True	text/plain				
